episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
80,2462.3504905700684,0.026487628808245064,0.0,0.0,1.0,0.1464127004146576
81,2968.5931811332703,0.03286386103369296,0.0,0.0,1.0,0.14584968984127045
82,1896.0511119365692,0.032484733429737386,0.0,0.0,1.0,0.14528940618038177
83,1778.4037771224976,0.03673257436137647,0.0,0.0,1.0,0.14473120868206024
84,1885.0692999362946,0.03119961020536721,0.0,0.0,0.9,0.14417484402656555
85,2027.1045591831207,0.034494918026030066,0.0,0.002222222276031971,1.0,0.14362052083015442
86,1752.727702498436,0.029866935920435937,0.0,0.019999999552965164,1.0,0.14306892454624176
87,2134.461748600006,0.035361552955582735,0.0,0.0,1.0,0.14251911640167236
88,2024.6288895606995,0.0364374135620892,0.0,0.019999999552965164,1.0,0.14197105169296265
89,2002.6545052528381,0.03562455723527819,0.0,0.0,0.9,0.14142566919326782
90,2033.7975096702576,0.027082489561289547,0.0,0.0,1.0,0.14088231325149536
91,1902.7005107402802,0.030859381216578184,0.0,0.0,1.0,0.1403406709432602
92,2779.4667735099792,0.03298638486303389,0.0,0.0,0.9,0.1398012489080429
93,2469.353525161743,0.029774367024656384,0.0,0.0,1.0,0.1392642706632614
94,2535.8364214897156,0.030793187096714972,0.0,0.002222222276031971,1.0,0.13872896134853363
95,2964.646411895752,0.027930384487845003,0.0,0.0,1.0,0.13819549977779388
96,2525.11878490448,0.02930673720315099,0.0,0.0,0.9,0.137664794921875
97,1550.2815494537354,0.02976902384310961,0.0,0.0,1.0,0.13713571429252625
98,1891.071132659912,0.029024781100451945,0.0,0.0,1.0,0.13660821318626404
99,2594.9435529708862,0.034027664167806504,0.0,0.0,1.0,0.1360836923122406
100,1975.0026619434357,0.0,0.0,0.0,0.9,0.13556073606014252
101,2460.162806034088,0.027949836933664207,0.0,0.0,1.0,0.1350393146276474
102,2956.1318905353546,0.033000017805024984,0.0,0.0,1.0,0.1345207542181015
103,2051.5901980400085,0.03163212625309825,0.0,0.0,0.9,0.13400383293628693
104,2143.7068734169006,0.02809735853690654,0.0,0.0,0.9,0.13348838686943054
105,2255.5246505737305,0.02704479896929115,0.0,0.0,0.9,0.13297578692436218
106,1929.1837589740753,0.028930648025125266,0.0,0.0,1.0,0.13246478140354156
107,1668.0781004428864,0.030941941034980117,0.0,0.0,1.0,0.13195522129535675
108,2855.97767829895,0.030502946411725133,0.0,0.0,1.0,0.13144858181476593
109,2355.212299346924,0.025861007808707655,0.0,0.0,1.0,0.1309434026479721
110,1857.7376341819763,0.03258911995915696,0.0,0.0,1.0,0.13043974339962006
111,2627.906942844391,0.028603968732059,0.0,0.0,0.9,0.12993893027305603
112,2555.6528902053833,0.03055698479525745,0.0,0.0,1.0,0.12943947315216064
113,2355.163028717041,0.02970833402592689,0.0,0.0,1.0,0.12894177436828613
114,1824.418747663498,0.030944492556154727,0.0,0.0,1.0,0.12844662368297577
115,1764.324446439743,0.032687523821368816,0.0,0.0,0.9,0.12795276939868927
116,1827.7379441261292,0.02828900704625994,0.0,0.0,1.0,0.1274610310792923
117,2325.6874537467957,0.02881099021062255,0.0,0.0,0.9,0.12697142362594604
118,1415.852327823639,0.02851002108771354,0.0,0.0,1.0,0.12648305296897888
119,2411.774694919586,0.032118790540844204,0.0,0.10000000149011612,1.0,0.12599727511405945
120,2021.7115511894226,0.033299175002612175,0.0,0.0,1.0,0.12551310658454895
121,2002.484043121338,0.02768557215575129,0.0,0.0,1.0,0.1250303089618683
122,2550.06143283844,0.028777587786316873,0.0,0.0,1.0,0.12454970926046371
123,2459.6343066692352,0.02859444469679147,0.0,0.0,1.0,0.12407097220420837
124,2811.1714940071106,0.02750394793227315,0.019999999552965164,0.019999999552965164,0.9,0.12359416484832764
125,2712.8695826530457,0.0,0.0,0.0,1.0,0.12311924993991852
126,1865.054817199707,0.029809026683455912,0.0,0.0,1.0,0.12264610081911087
127,2139.052146434784,0.027207356104627253,0.0,0.0,1.0,0.1221747100353241
128,2250.38525056839,0.025916165388189256,0.0,0.0,1.0,0.12170509248971939
129,2861.7706718444824,0.030681378077715635,0.019999999552965164,0.019999999552965164,1.0,0.12123746424913406
130,1748.1486506462097,0.024851440764032305,0.0,0.18000000715255737,1.0,0.12077157944440842
131,2337.6026344299316,0.030393264717422427,0.0,0.0,1.0,0.12030743807554245
132,2117.5614910125732,0.02995925654657185,0.019999999552965164,0.009999999776482582,0.9,0.11984503269195557
133,2258.18754196167,0.030667626783251762,0.0,0.0,1.0,0.11938436329364777
134,2213.771837234497,0.031960743125528095,0.05999999865889549,0.07999999821186066,1.0,0.11892565339803696
135,1942.9835541248322,0.030574443843215705,0.0,0.0,0.9,0.11846865713596344
136,2101.138659954071,0.03289462850894779,0.0,0.0,1.0,0.11801338195800781
137,2348.703766822815,0.03208759146742523,0.0,0.0,1.0,0.11755981296300888
138,2002.46644449234,0.0348279225686565,0.0,0.0,1.0,0.11710795760154724
139,2919.462285041809,0.02996208178345114,0.0,0.0,1.0,0.11665786802768707
140,2755.320149421692,0.027573299957439304,0.0,0.019999999552965164,1.0,0.11620961874723434
141,1761.7954077720642,0.03299628856126219,0.0,0.019999999552965164,1.0,0.11576305329799652
142,2423.9690265655518,0.030564045067876577,0.0,0.0,0.9,0.1153181791305542
143,1971.0254681110382,0.033272023778408766,0.0,0.0,0.9,0.11487498134374619
144,1564.642778635025,0.03321828394662589,0.0,0.0,1.0,0.11443346738815308
145,2379.022539138794,0.031821984117850664,0.0,0.0,0.9,0.11399362236261368
146,2677.8684446811676,0.03507346681319177,0.0,0.20000000298023224,1.0,0.11355553567409515
147,1541.2473554611206,0.026767909466288983,0.0,0.0,1.0,0.11311919242143631
148,2543.307240486145,0.029451725729741154,0.0,0.0,1.0,0.11268450319766998
149,1961.7391955852509,0.028681518472731114,0.0,0.0,0.9,0.11225146800279617
150,1462.936044216156,0.0,0.0,0.0,1.0,0.11182007938623428
151,2177.000733613968,0.029046075129560357,0.0,0.0,1.0,0.11139032989740372
152,2887.338554382324,0.02872739979531616,0.0,0.10000000149011612,1.0,0.11096221953630447
153,1772.6011176109314,0.03177652054000646,0.14000000059604645,0.14000000059604645,0.9,0.11053574085235596
154,1841.2704410552979,0.028008258289191873,0.0,0.019999999552965164,1.0,0.11011088639497757
155,1775.2428567409515,0.022382503533735873,0.0,0.0,1.0,0.10968774557113647
156,1973.5616037845612,0.03121071952627972,0.0,0.10000000149011612,1.0,0.1092662513256073
157,1834.8888578414917,0.028693930082954466,0.0,0.019999999552965164,1.0,0.10884636640548706
158,2213.822957754135,0.0283715085266158,0.0,0.0,1.0,0.10842808336019516
159,2261.8846821784973,0.02745618754532188,0.0,0.0,1.0,0.1080114021897316
160,1870.4063465595245,0.029957645302638412,0.0,0.019999999552965164,1.0,0.10759631544351578
161,2367.18469953537,0.03232424053829163,0.0,0.0,1.0,0.1071828156709671
162,2786.142994403839,0.030857314243912696,0.0,0.0,1.0,0.10677089542150497
163,1820.6694884300232,0.028210781428497284,0.0,0.0,0.9,0.1063605546951294
164,2624.804901123047,0.02943909341003746,0.0,0.0,1.0,0.10595178604125977
165,2179.6996154785156,0.02838677809108049,0.0,0.0,1.0,0.10554458945989609
166,2781.9105339050293,0.027011329676024615,0.0,0.0,1.0,0.10513895004987717
167,2789.285042285919,0.02664945528842509,0.0,0.019999999552965164,1.0,0.104734867811203
168,2120.1561069488525,0.029796566581353545,0.0,0.0,1.0,0.1043323427438736
169,1993.04785490036,0.03319347580429167,0.0,0.019999999552965164,1.0,0.10393135994672775
170,1538.789780139923,0.027543030730448663,0.0,0.0,1.0,0.10353191941976547
171,1968.116461277008,0.02798585705924779,0.0,0.0,1.0,0.10313401371240616
172,3429.348783493042,0.028915179234463722,0.0,0.0,1.0,0.1027376800775528
173,2867.1249990463257,0.02986200070474297,0.0,0.0,1.0,0.1023428663611412
174,3157.9263122081757,0.025271044061519206,0.0,0.0,1.0,0.10194956511259079
175,2238.108610391617,0.0,0.0,0.0,1.0,0.10155776888132095
176,2624.3142211437225,0.026777755366317157,0.0,0.0,1.0,0.1011674776673317
177,2263.957175254822,0.027167126012500376,0.0,0.0,0.9,0.10077868402004242
178,1886.205278635025,0.028231067396700383,0.0,0.019999999552965164,1.0,0.10039138048887253
179,2497.4381985664368,0.02562820351216942,0.0,0.0,1.0,0.10000556707382202
180,2536.816743373871,0.023757764287292957,0.0,0.0,0.9,0.0996212288737297
181,2469.450659275055,0.0277539633680135,0.0,0.0,1.0,0.09923836588859558
182,2121.003017425537,0.02602416477166116,0.019999999552965164,0.006666666828095913,1.0,0.09885697066783905
183,2455.203579902649,0.02814540100283921,0.0,0.0,1.0,0.09847704321146011
184,2274.503532886505,0.026733665694482624,0.0,0.0,1.0,0.09809856861829758
185,1804.805192232132,0.024944366805721076,0.0,0.0,1.0,0.09772156924009323
186,2103.791335582733,0.028837898317724465,0.0,0.0,1.0,0.09734603762626648
187,2513.5257091522217,0.03036462043877691,0.0,0.0,0.9,0.09697195142507553
188,1986.14519405365,0.028349198554642498,0.0,0.0,0.9,0.09659930318593979
189,2720.004907846451,0.02610029636649415,0.0,0.0,1.0,0.09622808545827866
190,1579.0392923355103,0.028870376790873706,0.0,0.0,1.0,0.09585829824209213
191,2764.611418247223,0.027931706216186285,0.0,0.0,1.0,0.09548992663621902
192,1829.3095932006836,0.029259416689164937,0.0,0.0,1.0,0.09512297064065933
193,3104.6214184761047,0.030558472317643463,0.0,0.0,1.0,0.09475742280483246
194,2035.138189315796,0.030908559495583177,0.0,0.0,1.0,0.0943932756781578
195,2388.344602584839,0.02940282873576507,0.0,0.0,1.0,0.09403052181005478
196,2633.8526384830475,0.026772508514113724,0.0,0.0,1.0,0.09366915374994278
197,2129.226836681366,0.028493560985662043,0.0,0.0,1.0,0.09330916404724121
198,2529.484887123108,0.026132709998637437,0.0,0.0,1.0,0.09295055270195007
199,1842.1174454689026,0.026623773942701517,0.0,0.0,1.0,0.09259330481290817
200,1892.2311487197876,0.0,0.0,0.0,1.0,0.09223742038011551
201,2549.033803462982,0.024953047051255044,0.0,0.0,1.0,0.09188289195299149
202,2932.5539808273315,0.027052678260952236,0.0,0.0,1.0,0.0915297344326973
203,2662.979627609253,0.025724432300776243,0.0,0.0,1.0,0.0911780446767807
204,1913.5067451000214,0.023719585502985866,0.0,0.0,1.0,0.09082769602537155
205,2220.067476272583,0.02382540427148342,0.0,0.0,0.9,0.09047868102788925
