episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
77,1755.288266658783,0.009512734406162054,0.0,0.0,1.0,0.14811356365680695
78,2434.726052761078,0.0097546206577681,0.0,0.0,1.0,0.14754433929920197
79,2368.0556769371033,0.00958553011645563,0.0,0.0,0.9,0.14697757363319397
80,2258.9571924209595,0.00989520642440766,0.0,0.0,1.0,0.1464127004146576
81,2137.9159059524536,0.00958663712022826,0.0,0.0,1.0,0.14584968984127045
82,2627.945923805237,0.009584091715514659,0.0,0.0,1.0,0.14528940618038177
83,2620.936800479889,0.00949033439392224,0.0,0.0,1.0,0.14473120868206024
84,2315.6160411834717,0.009948334114160389,0.0,0.0,1.0,0.14417484402656555
85,2353.8220319747925,0.00972351522417739,0.0,0.0,1.0,0.14362052083015442
86,2364.7869834899902,0.010259628313360736,0.0,0.0,1.0,0.14306892454624176
87,2474.4021644592285,0.00970805691089481,0.0,0.0,1.0,0.14251911640167236
88,2279.3732318878174,0.009769671249669045,0.0,0.0,1.0,0.14197105169296265
89,2352.228566646576,0.01010327721363865,0.0,0.0,0.9,0.14142566919326782
90,1869.0422565937042,0.009937905527185648,0.0,0.0,1.0,0.14088231325149536
91,1695.499861240387,0.009826561366207898,0.0,0.0,1.0,0.1403406709432602
92,2067.418053150177,0.009667051997967064,0.0,0.0,1.0,0.1398012489080429
93,2508.885767698288,0.009527678460581229,0.019999999552965164,0.004999999888241291,1.0,0.1392642706632614
94,2194.0230214595795,0.009759772606194018,0.0,0.0,1.0,0.13872896134853363
95,2492.9921221733093,0.0102119264844805,0.0,0.0,1.0,0.13819549977779388
96,2158.7802817821503,0.009971098359674215,0.0,0.0,1.0,0.137664794921875
97,2256.253315925598,0.009321188965113834,0.0,0.0,0.9,0.13713571429252625
98,2005.1719694137573,0.009434566919226199,0.019999999552965164,0.019999999552965164,0.9,0.13660821318626404
99,2404.9759788513184,0.010205914790276438,0.0,0.019999999552965164,1.0,0.1360836923122406
100,2414.2506306171417,0.009488237899495289,0.0,0.0,1.0,0.13556073606014252
101,2343.10298371315,0.00942463671322912,0.0,0.0,1.0,0.1350393146276474
102,2733.0036964416504,0.010292717469856143,0.0,0.0,1.0,0.1345207542181015
103,2313.0132822990417,0.010249432490672917,0.0,0.0,0.9,0.13400383293628693
104,2201.2818355560303,0.009796752515248953,0.0,0.0,1.0,0.13348838686943054
105,2651.0411903858185,0.009875697268871591,0.0,0.0,1.0,0.13297578692436218
106,1618.4286835193634,0.009633818618021905,0.0,0.0,1.0,0.13246478140354156
107,2134.6072614192963,0.009455794716486707,0.0,0.019999999552965164,0.9,0.13195522129535675
108,2359.0462880134583,0.009330546441487968,0.0,0.0,1.0,0.13144858181476593
109,2035.049395084381,0.009416592641500757,0.0,0.0,1.0,0.1309434026479721
110,2578.8394479751587,0.01001586222788319,0.0,0.0,1.0,0.13043974339962006
111,2112.0581443309784,0.00936440335586667,0.0,0.0,1.0,0.12993893027305603
112,2961.099326133728,0.009900322102475911,0.019999999552965164,0.004000000189989805,0.7,0.12943947315216064
113,2806.7220511436462,0.010183790330775083,0.0,0.0,1.0,0.12894177436828613
114,2877.775164604187,0.009212059214478359,0.0,0.0,1.0,0.12844662368297577
115,2579.3244569301605,0.0099266414064914,0.0,0.0,0.9,0.12795276939868927
116,2021.45592045784,0.009858468058519065,0.0,0.0,1.0,0.1274610310792923
117,1923.5616867542267,0.010114607408177108,0.0,0.0,1.0,0.12697142362594604
118,2263.4654664993286,0.009497596842702478,0.0,0.0,0.9,0.12648305296897888
119,2217.781283378601,0.009858573589008301,0.0,0.0,1.0,0.12599727511405945
120,1804.492217540741,0.009567249831743539,0.0,0.0,1.0,0.12551310658454895
121,2512.35418510437,0.009496942574623973,0.0,0.0,1.0,0.1250303089618683
122,2465.9778294563293,0.009769664662890136,0.0,0.0,1.0,0.12454970926046371
123,2446.920979976654,0.010078346552327276,0.0,0.0,1.0,0.12407097220420837
124,1954.0363292694092,0.009633568394929171,0.0,0.0,1.0,0.12359416484832764
125,2735.5897459983826,0.009644373001065106,0.0,0.0,1.0,0.12311924993991852
126,2318.814305782318,0.009550665727583691,0.0,0.18000000715255737,1.0,0.12264610081911087
127,2232.355555534363,0.009492001989856362,0.0,0.0,1.0,0.1221747100353241
128,2221.9805262088776,0.009452477649319916,0.0,0.14000000059604645,1.0,0.12170509248971939
129,1832.9245374798775,0.009532362651079894,0.0,0.0,1.0,0.12123746424913406
130,2319.268592596054,0.00955713383620605,0.0,0.0,1.0,0.12077157944440842
131,2316.845913171768,0.009255584880011157,0.0,0.1599999964237213,1.0,0.12030743807554245
132,1898.9753663539886,0.010203542644158006,0.0,0.0,1.0,0.11984503269195557
133,3524.665508747101,0.009985168239800259,0.0,0.0,1.0,0.11938436329364777
134,2673.0939044952393,0.009096231586299837,0.0,0.11999999731779099,1.0,0.11892565339803696
135,2325.922092437744,0.009826447772793472,0.0,0.0,1.0,0.11846865713596344
136,1873.6191353797913,0.009361441591754555,0.0,0.0,1.0,0.11801338195800781
137,2668.6023240089417,0.010273570152930915,0.0,0.0,1.0,0.11755981296300888
138,2113.6116597652435,0.009193138317205012,0.0,0.0,1.0,0.11710795760154724
139,2172.4805738925934,0.00974615164566785,0.0,0.0,1.0,0.11665786802768707
140,2363.4492003917694,0.009384467960335314,0.0,0.0,1.0,0.11620961874723434
141,2087.503408908844,0.009737530660349875,0.0,0.0,1.0,0.11576305329799652
142,1662.95228266716,0.009792706230655313,0.0,0.0,1.0,0.1153181791305542
143,2105.0835337638855,0.00998051559086889,0.019999999552965164,0.019999999552965164,0.9,0.11487498134374619
144,1722.0339660644531,0.009527774926973508,0.0,0.0,1.0,0.11443346738815308
145,2986.5539841651917,0.01004534334759228,0.0,0.0,1.0,0.11399362236261368
146,1965.5532958507538,0.009469284198712558,0.0,0.0,1.0,0.11355553567409515
147,1900.968531370163,0.009784597092075274,0.0,0.20000000298023224,1.0,0.11311919242143631
148,1955.774709224701,0.010151987923309206,0.0,0.0,0.9,0.11268450319766998
149,1835.7199852466583,0.009994175788015126,0.0,0.0,1.0,0.11225146800279617
150,2012.367912530899,0.009790043303510174,0.0,0.0,1.0,0.11182007938623428
151,2568.1968092918396,0.009204187954310328,0.1599999964237213,0.1599999964237213,0.8,0.11139032989740372
152,2047.7332515716553,0.009613356518093497,0.0,0.0,1.0,0.11096221953630447
153,2841.9559297561646,0.009286535340361297,0.0,0.10000000149011612,1.0,0.11053574085235596
154,2394.0076456069946,0.00971118208952248,0.0,0.019999999552965164,1.0,0.11011088639497757
155,2083.9165596961975,0.009495140770450234,0.0,0.0,1.0,0.10968774557113647
156,2570.380515575409,0.009673564163967967,0.0,0.0,1.0,0.1092662513256073
157,2015.7986702919006,0.00974035524763167,0.019999999552965164,0.019999999552965164,1.0,0.10884636640548706
158,2290.048782348633,0.010188876576721668,0.0,0.0,1.0,0.10842808336019516
159,2390.0452556610107,0.010123294861987233,0.0,0.07999999821186066,1.0,0.1080114021897316
160,2273.20898270607,0.009385785453487188,0.0,0.0,1.0,0.10759631544351578
161,2043.8291738033295,0.009574972647242249,0.0,0.019999999552965164,1.0,0.1071828156709671
162,1932.4119808673859,0.009595942706800998,0.0,0.0,1.0,0.10677089542150497
163,2580.3628010749817,0.009468990265158937,0.0,0.0,1.0,0.1063605546951294
164,3213.2768049240112,0.009070910783484577,0.0,0.0,1.0,0.10595178604125977
165,2813.809156894684,0.009240750368917361,0.0,0.0,1.0,0.10554458945989609
166,2515.0706248283386,0.009521332166623325,0.0,0.0,1.0,0.10513895004987717
167,1976.141607761383,0.009000480924732983,0.0,0.0,1.0,0.104734867811203
168,2943.992888689041,0.009946621465496719,0.0,0.0,0.9,0.1043323427438736
169,2736.1694791316986,0.00949205746757798,0.0,0.019999999552965164,1.0,0.10393135994672775
170,2305.349178314209,0.010299169784411788,0.0,0.0,1.0,0.10353191941976547
171,2770.199583530426,0.009774838259909302,0.0,0.0,1.0,0.10313401371240616
172,1987.5704505443573,0.00948487329413183,0.0,0.0,1.0,0.1027376800775528
173,2652.1402802467346,0.009850630208384246,0.0,0.0,1.0,0.1023428663611412
174,2076.225097179413,0.009473358883988113,0.0,0.0,1.0,0.10194956511259079
175,1880.8113989830017,0.009657106311060489,0.0,0.0,1.0,0.10155776888132095
176,2292.31670999527,0.009506017621606588,0.0,0.0,1.0,0.1011674776673317
177,2053.2177567481995,0.009429453287739307,0.03999999910593033,0.03999999910593033,1.0,0.10077868402004242
178,2555.5348200798035,0.00924725066171959,0.0,0.0,0.9,0.10039138048887253
179,2461.840494155884,0.010233954980503768,0.0,0.0,0.9,0.10000556707382202
180,2059.7344868183136,0.00985203481744975,0.0,0.0,1.0,0.0996212288737297
181,1964.595473766327,0.009635239803465083,0.0,0.0,0.9,0.09923836588859558
182,1553.5982394218445,0.009474988989531995,0.0,0.0,1.0,0.09885697066783905
183,2153.0384995937347,0.009505397183820605,0.0,0.0,1.0,0.09847704321146011
184,2357.3539242744446,0.00937154020764865,0.0,0.0,0.9,0.09809856861829758
185,2141.7405552864075,0.008680688323220238,0.0,0.0,1.0,0.09772156924009323
186,2247.630407810211,0.009138415192719549,0.0,0.0,1.0,0.09734603762626648
187,2381.6746134757996,0.009244431662373244,0.0,0.0,1.0,0.09697195142507553
188,2049.183742046356,0.009354181848466396,0.0,0.0,1.0,0.09659930318593979
189,2251.3192727565765,0.008917190419742838,0.0,0.0,1.0,0.09622808545827866
190,3335.098823070526,0.008943516371073202,0.0,0.0,1.0,0.09585829824209213
191,2313.434956550598,0.009237859786953777,0.0,0.20000000298023224,1.0,0.09548992663621902
192,2347.869728088379,0.009475010184105485,0.0,0.019999999552965164,1.0,0.09512297064065933
193,2542.903157234192,0.00957183508318849,0.0,0.0,1.0,0.09475742280483246
194,1693.461650133133,0.009575807094806805,0.0,0.0,1.0,0.0943932756781578
